arma_dags,midgildi,medaltal,neysluverdsvisitala,year,tax1,tax2,tax3,kr1,kr2,pers_afsl,lif_sjod,vr,skattleysismork,skattur,utborgad,utborgad_fast
2007-06-01,280000,312495.45674706966,272.4,2007,0.3572,0.3572,0.3572,0,0,32150,0.04,0.0085,93755.83240014932,63865.36,202554.64,743.5926578560941
2007-07-01,281400,320215.11762997386,273,2007,0.3572,0.3572,0.3572,0,0,32150,0.04,0.0085,93755.83240014932,64345.43680000001,203406.66319999998,745.0793523809523
2007-08-01,285700,318665.48209987965,273.1,2007,0.3572,0.3572,0.3572,0,0,32150,0.04,0.0085,93755.83240014932,65819.9584,206023.59159999999,754.3888377883558
2007-09-01,300000,333073.52833934285,276.7,2007,0.3572,0.3572,0.3572,0,0,32150,0.04,0.0085,93755.83240014932,70723.6,214726.4,776.02602096133
2007-10-01,302400,336435.88192596176,278.1,2007,0.3572,0.3572,0.3572,0,0,32150,0.04,0.0085,93755.83240014932,71546.58880000001,216187.01119999998,777.3714893923047
2007-11-01,326600,359403.4677356581,279.9,2007,0.3572,0.3572,0.3572,0,0,32150,0.04,0.0085,93755.83240014932,79845.0592,230914.84079999998,824.9904994640943
2007-12-01,309700,355511.2473695668,281.8,2007,0.3572,0.3572,0.3572,0,0,32150,0.04,0.0085,93755.83240014932,74049.84640000001,220629.70359999998,782.9301050390346
2008-01-01,305000,345428.1726094003,282.3,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,70554.07666666666,220110.92333333334,779.705714960444
2008-02-01,315000,355522.33496282296,286.2,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,73983.19666666666,226211.80333333334,790.3976356860005
2008-03-01,324000,361936.98890778073,290.4,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,77069.40466666667,231702.59533333333,797.8739508723601
2008-04-01,326600,368511.60244672146,300.3,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,77960.97586666667,233288.8241333333,776.8525612165611
2008-05-01,326100,361455.2931252636,300.3,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,77789.51986666667,232983.78013333332,775.8367636807636
2008-06-01,310000,347657.83925260825,307.1,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,72268.63666666666,223161.36333333334,726.6732768913491
2008-07-01,304050,342986.9040842465,310,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,70228.31026666667,219531.33973333333,708.1656120430107
2008-08-01,311600,349409.84494957095,312.8,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,72817.29586666668,224137.5041333333,716.5521231884056
2008-09-01,326000,361394.7204348347,315.5,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,77755.22866666666,232922.77133333334,738.2655192815637
2008-10-01,325400,366197.7843969316,322.3,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,77549.48146666668,232556.71853333333,721.5535790671217
2008-11-01,346000,384671.08658541425,327.9,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,84613.46866666668,245124.53133333332,747.558802480431
2008-12-01,330600,375856.7707737482,332.9,2008,0.3572,0.3572,0.3572,0,0,34034.083333333336,0.04,0.007,99250.1963574717,79332.62386666666,235729.17613333333,708.1080688895564
2009-01-01,320000,356570.386227812,334.8,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,72072.9,232887.1,695.6006571087216
2009-02-01,311300,353472.5987361769,336.5,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,68965.956,227702.944,676.680368499257
2009-03-01,310700,351352.3699024537,334.5,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,68751.684,227345.416,679.6574469357249
2009-04-01,313000,355151.91699933464,336,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,69573.06,228715.94,680.7022023809524
2009-05-01,319000,352202.97751913266,336,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,71715.78,232291.22,691.3429166666667
2009-06-01,302000,340056.0436265507,336,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,65644.74,222161.26,661.1942261904762
2009-07-01,304000,340880.6451612903,336,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,66358.98,223353.02000000002,664.741130952381
2009-08-01,301400,336500.8508802886,336,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,65430.46799999999,221803.73200000002,660.1301547619048
2009-09-01,314100,346877.5505884345,349.6,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,69965.89199999999,229371.408,656.096704805492
2009-10-01,315200,349877.6559378468,353.6,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,70358.724,230026.87600000002,650.5284954751131
2009-11-01,346300,382342.4170716248,356.2,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,81465.156,248558.74399999998,697.8066928691745
2009-12-01,337700,385931.55549951666,357.9,2009,0.372,0.372,0.372,0,0,42205.5,0.04,0.007,118182.96370967742,78393.924,243434.176,680.1737245040515
2010-01-01,322600,356737.988373665,356.8,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,74244.5352,233193.2648,653.568567264574
2010-02-01,320000,355889.89815098135,360.9,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,73243.14,231716.86,642.052812413411
2010-03-01,330900,370401.9459655157,362.9,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,77441.29680000001,237906.4032,655.5701383301185
2010-04-01,331400,371554.38737651426,363.8,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,77633.8728,238190.3272,654.7287718526662
2010-05-01,337100,379391.9865836903,365.3,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,79829.23920000001,241427.06079999998,660.9007960580344
2010-06-01,328300,371987.4499223285,365.3,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,76439.9016,236429.9984,647.2214574322475
2010-07-01,324700,363380.9132420091,361.7,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,75053.3544,234385.7456,648.0114614321261
2010-08-01,326150,367897.2857858694,362.6,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,75611.8248,235209.1252,648.6738146718146
2010-09-01,339600,377043.1453272952,362.6,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,80792.1192,242846.68079999997,669.7371230005515
2010-10-01,340300,381879.7227116758,365.3,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,81061.7256,243244.1744,665.8751010128661
2010-11-01,369900,407724.2330747532,365.5,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,92462.2248,260052.47520000004,711.4978801641588
2010-12-01,339200,384193.41412012646,366.7,2010,0.3722,0.4012,0.46120000000000005,200000,650000,44205.5,0.04,0.007,123716.8077198639,80638.05840000001,242619.5416,661.6295107717481
2011-01-01,341300,380847.48481397115,363.4,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,81469.1608,243789.73919999998,670.8578403962575
2011-02-01,343000,386409.49539799266,363.4,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,82125.388,244753.612,673.5102146395158
2011-03-01,340000,380903.5958674359,363.4,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,80967.34,243052.66,668.8295542102367
2011-04-01,345600,386356.03410195245,363.4,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,83129.02960000001,246227.77039999998,677.5667870115575
2011-05-01,382900,414046.8056857232,377.6,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,97527.4264,267376.2736,708.0939449152543
2011-06-01,358400,396784.00297926925,379.5,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,88070.0344,253485.1656,667.945100395257
2011-07-01,344000,383894.8165901613,379.9,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,82511.40400000001,245320.596,645.7504501184522
2011-08-01,350000,388655.2797143343,380.9,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,84827.5,248722.5,652.986348122867
2011-09-01,364900,400896.4306905838,383.3,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,90579.1384,257170.56160000002,670.93806835377
2011-10-01,360000,401301.7925333573,384.6,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,88687.66,254392.33999999997,661.4465418616743
2011-11-01,393300,428608.34391512716,384.6,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,101541.99280000001,273272.9072,710.5379802392096
2011-12-01,370400,419903.2058873287,386,2011,0.3731,0.4021,0.4621,209400,680550,44205.5,0.04,0.007,123418.37532386313,92702.226399999985,260288.97360000003,674.3237658031089
2012-01-01,364900,404666.6605012485,387.1,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,87760.24626666665,259989.45373333333,671.6338251959011
2012-02-01,379300,425051.63210266904,391,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,93323.02386666666,268149.87613333337,685.8053098039217
2012-03-01,380700,427049.5136550692,395.1,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,93863.84946666667,268943.2505333333,680.6966604235213
2012-04-01,385700,427755.7726627923,398.2,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,95795.36946666666,271776.7305333333,682.5131354428261
2012-05-01,394400,437024.22489686555,398.1,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,99156.21426666665,276706.98573333333,695.0690422841832
2012-06-01,365000,408941.85321173357,400.1,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,87798.87666666665,260046.12333333335,649.9528201283013
2012-07-01,362300,406632.8259807911,397.2,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,86755.85586666665,258516.04413333334,650.8460325612622
2012-08-01,370850,411307.4161883371,396.6,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,90058.75506666666,263361.29493333335,664.0476422928224
2012-09-01,384300,425308.6452526325,399.6,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,95254.54386666665,270983.3561333334,678.1365268601937
2012-10-01,387700,429561.6154782844,400.7,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,96567.97746666666,272910.1225333333,681.0834103651943
2012-11-01,421000,464442.8664100679,402,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,109431.90066666665,291781.0993333333,725.8236301824212
2012-12-01,383000,437450.2891114912,402.2,2012,0.3734,0.4024,0.46240000000000003,230000,704366.6666666666,46532.083333333336,0.04,0.007,129809.6415074689,94752.34866666666,270246.65133333334,671.9210624896403
2013-01-01,388950,435453.82085248263,403.3,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,94690.48256666667,275978.8674333333,684.3016797255971
2013-02-01,407100,453280.8894501827,409.9,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,101698.41536666665,286267.88463333336,698.3846904936164
2013-03-01,408600,457363.28642759874,410.7,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,102277.58336666666,287118.2166333333,699.0947568379189
2013-04-01,410900,460379.84499576857,411.5,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,103165.64096666666,288422.0590333334,700.904153179425
2013-05-01,415300,462997.9794079794,411.5,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,104864.53376666666,290916.36623333336,706.9656530579183
2013-06-01,391600,436821.3094378959,413.5,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,95713.67936666665,277481.12063333334,671.054705280129
2013-07-01,384600,431951.3659466328,412.4,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,93010.89536666666,273512.9046333333,663.2223681700615
2013-08-01,391700,436906.31746161054,413.8,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,95752.29056666666,277537.80943333334,670.7051943773159
2013-09-01,410000,453987.26632466743,415.2,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,102818.14016666665,287911.85983333335,693.4293348587026
2013-10-01,409900,454337.3014831343,415.2,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,102779.52896666666,287855.17103333335,693.2928011400129
2013-11-01,446700,490811.7594560136,416.7,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,116988.45056666667,308716.6494333333,740.8606897848172
2013-12-01,412900,470637.4954407295,418.9,2013,0.3732,0.4022,0.4622,241475.16666666666,739509,48485,0.04,0.007,135330.1402286531,103937.86496666668,289555.83503333334,691.2290165512852
2014-01-01,421100,471264.7947574406,415.9,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,103077.33439999999,298230.9656,717.0737331089205
2014-02-01,423900,476014.2985329086,418.7,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,104145.54560000001,299831.1544,716.1002015763077
2014-03-01,424600,478706.29749788897,419.7,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,104412.59839999999,300231.2016,715.347156540386
2014-04-01,428600,479499.96946165257,421,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,105938.61439999999,302517.1856,718.5681368171022
2014-05-01,447100,494360.9318106587,421.3,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,112996.43839999998,313089.8616,743.1518196059815
2014-06-01,411100,461079.4871794872,422.8,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,99262.29440000001,292516.0056,691.8543178807946
2014-07-01,405000,458671.51884013024,422.1,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,96935.12,289029.88,684.7426676143094
2014-08-01,411000,458242.84517493116,423.1,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,99224.144,292458.856,691.2286835263532
2014-09-01,429700,477290.66302352387,422.6,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,106358.26879999999,303145.8312,717.3351424514908
2014-10-01,428100,479300.8780613782,423.2,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,105747.86239999998,302231.4376,714.1574612476371
2014-11-01,474000,520549.2630317555,421,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,123258.89600000001,328463.104,780.1973966745843
2014-12-01,438300,497887.7551020408,422.3,2014,0.373,0.3974,0.4623999999999999,290000,784619,50498,0.04,0.007,141024.35210008937,109639.20319999999,308060.69680000003,729.4830613308076
2015-01-01,432000,486198.91957301524,419.3,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,106463.77599999998,305232.22400000005,727.9566515621275
2015-02-01,433400,487538.3377789068,422.1,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,106997.8816,306032.31840000005,725.0232608386639
2015-03-01,435350,497304.8278539995,426.4,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,107741.8144,307146.73559999996,720.3253649155722
2015-04-01,440100,491879.6488125316,427,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,109553.9584,309861.3416,725.6705892271663
2015-05-01,465000,516780.45743122254,428.2,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,119053.408,324091.592,756.8696683792621
2015-06-01,457900,509975.30571546825,429.3,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,116344.72959999999,320033.97040000005,745.4786172839507
2015-07-01,441800,494886.19768817,430,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,110202.5152,310832.8848,722.8671739534884
2015-08-01,445650,497802.06855791964,432.3,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,111671.30559999999,313033.14440000005,724.1109053897757
2015-09-01,463400,517921.0751425696,430.6,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,118443.00159999999,323177.19840000005,750.5276321411984
2015-10-01,462600,516546.48102555395,430.9,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,118137.7984,322720.0016,748.9440742631701
2015-11-01,513400,561961.9175062972,429.4,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,137518.20159999997,351751.99840000004,819.1709324639032
2015-12-01,474900,540475.2081894625,430.8,2015,0.373,0.3974,0.4624,305080,825418,50902,0.04,0.007,142152.59159964256,122830.29759999999,329749.4024,765.4350102135562
2016-01-01,478400,535100.4652164549,428.3,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,120108.117,335807.08300000004,784.0464230679431
2016-02-01,506300,563132.5389808712,431.2,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,130379.78100000002,352124.119,816.6143761595548
2016-03-01,501400,571972.8420616849,432.8,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,128575.79700000002,349258.403,806.9741289279112
2016-04-01,500000,560424.5424088903,433.7,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,128060.37300000002,348439.627,803.4116370763201
2016-05-01,519700,571158.9902191982,435.5,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,135313.125,359960.975,826.5464408725602
2016-06-01,478300,537725.6297046902,436.3,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,120071.301,335748.59900000005,769.5360967224387
2016-07-01,471900,531375.5023267559,434.9,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,117715.07699999999,332005.623,763.4068130604737
2016-08-01,480000,536275.8672644421,436.4,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,120697.17300000001,336742.827,771.6380087076077
2016-09-01,500000,554745.7199734572,438.5,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,128060.37300000002,348439.627,794.617165336374
2016-10-01,500000,552086.0134629768,438.5,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,128060.37300000002,348439.627,794.617165336374
2016-11-01,551700,603411.1530367897,438.4,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,147094.245,378675.855,863.7679174270073
2016-12-01,502900,574712.9926085504,439,2016,0.3713,0.3835,0.4625,336035,836990,51920,0.04,0.007,145659.39491875394,129128.03700000001,350135.663,797.57554214123
2017-01-01,500000,559214.3863724351,436.5,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,124405,352095,806.6323024054983
2017-02-01,500000,560984.8840340013,439.6,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,124405,352095,800.9440400363967
2017-03-01,501100,571545.163026761,439.9,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,124795.0864,352753.21359999996,801.8940977494884
2017-04-01,510400,571200.3861003862,442.1,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,128093.0896,358318.1104,810.4910888939154
2017-05-01,551000,611180.2469135802,443,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,142490.824,382612.176,863.6843702031603
2017-06-01,510600,571433.0793351091,443,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,128164.01440000001,358437.7856,809.1146401805869
2017-07-01,501600,564699.5280937023,442.9,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,124972.3984,353052.4016,797.1379580040641
2017-08-01,512800,571854.870671673,444,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,128944.18720000001,359754.2128,810.257236036036
2017-09-01,532350,592610.0621026172,444.6,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,135877.0864,371452.46359999996,835.4756266306791
2017-10-01,534300,597765.8092294105,446.7,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,136568.6032,372619.2968,834.1600555182449
2017-11-01,586000,638017.1417645832,446,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,154902.664,403555.336,904.8325919282512
2017-12-01,541400,609198.248180391,447.2,2017,0.3694,0.4624,0.4624,834707,0,52907,0.04,0.007,149191.8200685797,139086.4336,376867.7664,842.7275635062613
2018-01-01,534600,596308.1484751499,446.8,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,135686.9904,373786.8096,836.5864136078782
2018-02-01,533300,596103.5098726703,449.5,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,135225.9792,373008.9208,829.8307470522803
2018-03-01,530400,594185.8277336592,452,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,134197.56960000002,371273.63039999997,821.4018371681415
2018-04-01,543400,606098.1355079752,452.2,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,138807.6816,379052.5184,838.2408633348076
2018-05-01,576300,632188.1085886215,451.8,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,150474.8112,398739.0888,882.5566374501992
2018-06-01,535600,593384.7670488436,454.6,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,136041.6144,374385.1856,823.5485824901012
2018-07-01,528400,588437.5636686274,454.8,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,133488.3216,370076.8784,813.71345294635
2018-08-01,536100,594819.1316328931,455.7,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,136218.9264,374684.3736,822.2171902567478
2018-09-01,550000,611394.7396218443,455.7,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,141148.2,383001.8,840.4691683124863
2018-10-01,550100,612083.6214285714,456.8,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,141183.6624,383061.63759999996,838.5762644483361
2018-11-01,604400,658674.6980656014,459.4,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,160439.7456,415553.4544,904.5569316499782
2018-12-01,560300,629404.1366158114,460.5,2018,0.3694,0.4624,0.4624,893713,0,53895,0.04,0.007,151977.8695181375,144800.8272,389165.0728,845.0924490770901
2019-01-01,550000,612188.2470048704,460.5,2019,0.3694,0.4624,0.4624,927087,0,56447,0.04,0.007,159174.223966793,138596.2,385553.8,837.2503800217155
2019-02-01,550000,606990.1892232834,462,2019,0.3694,0.4624,0.4624,927087,0,56447,0.04,0.007,159174.223966793,138596.2,385553.8,834.5320346320347
2019-03-01,550000,627421.4089138282,462.9,2019,0.3694,0.4624,0.4624,927087,0,56447,0.04,0.007,159174.223966793,138596.2,385553.8,832.9094836897818
2019-04-01,613000,667110.0427854328,467,2019,0.3694,0.4624,0.4624,927087,0,56447,0.04,0.007,159174.223966793,160937.51200000002,423251.488,906.3201027837259
2019-05-01,567400,629854.657791432,468,2019,0.3694,0.4624,0.4624,927087,0,56447,0.04,0.007,159174.223966793,144766.6576,395965.5424,846.0802188034188
2019-06-01,560000,634655.1090481338,470.1,2019,0.3694,0.4624,0.4624,927087,0,56447,0.04,0.007,159174.223966793,142142.44,391537.56,832.8814294830887
2019-07-01,538000,599209.8989172038,0,2019,0.3694,0.4624,0.4624,927087,0,56447,0.04,0.007,159174.223966793,134340.712,378373.288,Inf
